,Energy (kcal/mol)
struct_1000,-48.313769556173
struct_1001,-48.309650688265
struct_1002,-48.317648132451
struct_1003,-48.309191640179
struct_1004,-48.310264055656
struct_1005,-48.31531668764
struct_1006,-48.312796175779
struct_1007,-48.310148290457
struct_1008,-48.311426467376
struct_1009,-48.30970513285
struct_1010,-48.306026181533
struct_1011,-48.311560025841
struct_1012,-48.308029475979
struct_1013,-48.312497201689
struct_1014,-48.307186093675
struct_1015,-48.308829283938
struct_1016,-48.314659922138
struct_1017,-48.315226375402
struct_1018,-48.309584245599
struct_1019,-48.305122419565
struct_1020,-48.316286519082
struct_1021,-48.315283230164
struct_1022,-48.312144232761
struct_1023,-48.307310309953
struct_1024,-48.315043215071
struct_1025,-48.309578908469
struct_1026,-48.309483866081
struct_1027,-48.312225311601
struct_1028,-48.306925755719
struct_1029,-48.308191487401
struct_1030,-48.309443539472
struct_1031,-48.311970508225
struct_1032,-48.314724617802
struct_1033,-48.31160185719
struct_1034,-48.313778152814
struct_1035,-48.312532658749
struct_1036,-48.30829704052
struct_1037,-48.313652882714
struct_1038,-48.309735703009
struct_1039,-48.308732032789
struct_1040,-48.312375500734
struct_1041,-48.308912201063
